event_id,artist_id,venue_id,start_date,attendance,average_ticket_price
EV-99526470-08e6,AR-4de1a19c-0779,VN-Stadium60900CO-Own-084d6657-c7d2,7/21/18,37350,56.96
EV-8365b9d1-4934,AR-4de1a19c-0779,VN-Arena14514OK-eb5f516d-6c80,6/4/15,8548,51.15
EV-5221929d-1366,AR-4de1a19c-0779,VN-Arena14514OK-eb5f516d-6c80,5/27/17,6043,55.33
EV-cee3e145-4825,AR-4de1a19c-0779,VN-Arena14514OK-eb5f516d-6c80,2/15/19,4822,61.56
EV-5bcfca47-6794,AR-4de1a19c-0779,VN-Amphitheatre16000KS-Own-a3750540-60ae,6/5/15,13878,31.16
EV-44fe61ab-8c4f,AR-4de1a19c-0779,VN-Amphitheatre16000KS-Own-a3750540-60ae,8/11/16,9496,39.19
EV-d2011f3c-ebff,AR-4de1a19c-0779,VN-Stadium40644MN-a3fc552b-c5a2,6/6/15,32062,69.51
EV-41b27d5a-b239,AR-4de1a19c-0779,VN-Stadium31832TN-c1825d75-95dc,6/27/15,23909,67.57
EV-85cc0008-1377,AR-4de1a19c-0779,VN-Amphitheatre14400PA-Own-8043e89a-4d90,7/16/15,13333,32.54
EV-e7226471-4b22,AR-4de1a19c-0779,VN-Amphitheatre14400PA-Own-8043e89a-4d90,7/7/16,13127,33.53
EV-6dd0ba55-bcd7,AR-4de1a19c-0779,VN-Amphitheatre14400PA-Own-8043e89a-4d90,8/23/17,6603,34.52
EV-e859b9d3-2327,AR-4de1a19c-0779,VN-Amphitheatre18546PA-35fab528-c689,7/17/15,16738,28.5
EV-86bd7a5e-1a26,AR-4de1a19c-0779,VN-Amphitheatre18546PA-35fab528-c689,7/18/15,17702,29.78
EV-16016164-b534,AR-4de1a19c-0779,VN-Amphitheatre18546PA-35fab528-c689,7/8/16,14916,30.59
EV-19d14be7-d9c8,AR-4de1a19c-0779,VN-Amphitheatre18546PA-35fab528-c689,7/9/16,17303,32.08
EV-46aba7f0-8f11,AR-4de1a19c-0779,VN-Amphitheatre18546PA-35fab528-c689,6/28/14,13794,23.61
EV-53b7b1f6-64c5,AR-4de1a19c-0779,VN-Amphitheatre18546PA-35fab528-c689,5/10/15,20401,26.42
EV-f06f1b47-c7d4,AR-4de1a19c-0779,VN-Club1040NY-88df3cac-d803,7/24/15,481,38.8
EV-72db0f69-10c3,AR-4de1a19c-0779,VN-Arena13600GA-Own-250b8dd2-a6bd,8/7/15,6181,52.86
EV-8e1bb5a1-0ecf,AR-4de1a19c-0779,VN-Arena13600GA-Own-250b8dd2-a6bd,8/8/15,9668,49.03
EV-88ac726c-4fa2,AR-4de1a19c-0779,VN-Stadium60000CA-Own-4345688e-e97d,8/15/15,28349,71.93
EV-46c0715d-d808,AR-4de1a19c-0779,VN-Stadium44850OH-5a3b94e0-351a,8/22/15,29450,60.12
EV-56ba8fa3-e016,AR-4de1a19c-0779,VN-Arena12720FL-Own-0ad1f599-5481,9/3/15,7617,51.27
EV-63680799-1d66,AR-4de1a19c-0779,VN-Arena12720FL-Own-0ad1f599-5481,2/11/17,8678,51.87
EV-223500c7-17fe,AR-4de1a19c-0779,VN-Arena12720FL-Own-0ad1f599-5481,6/8/18,7606,67.82
EV-7affe935-5fe4,AR-4de1a19c-0779,VN-Arena12720FL-Own-0ad1f599-5481,7/18/19,6117,63.97
EV-bbec0e54-62fb,AR-4de1a19c-0779,VN-Amphitheatre15858TX-Own-a8a50fbd-7edf,10/9/15,15084,31.29
EV-00277531-738e,AR-4de1a19c-0779,VN-Arena20000IL-f4c117a2-11c1,10/14/15,10373,51.37
EV-97d9cbb8-a54d,AR-4de1a19c-0779,VN-Arena20000IL-f4c117a2-11c1,10/15/15,11143,51.57
EV-4f7979e4-eeb2,AR-4de1a19c-0779,VN-Arena9600IL-158ca42d-6976,2/5/16,7480,53.58
EV-5104182a-4a11,AR-4de1a19c-0779,VN-Arena9600IL-158ca42d-6976,4/13/19,6635,63.26
EV-ecd8c80b-10f2,AR-4de1a19c-0779,VN-Arena10720NM-5e57f3ef-195e,2/23/16,8236,51.65
EV-85e845a2-d7c7,AR-4de1a19c-0779,VN-Arena14400AR-2a873f5f-546e,2/26/16,10378,50.78
EV-a91c1345-dee5,AR-4de1a19c-0779,VN-Arena14400AR-2a873f5f-546e,5/26/17,5866,53.21
EV-293f1040-3fc2,AR-4de1a19c-0779,VN-Arena10800WV-2d0469e7-546d,3/24/16,7241,56.77
EV-9f4de476-39c5,AR-4de1a19c-0779,VN-Arena10800WV-2d0469e7-546d,5/26/22,5674,72.83
EV-01f0f549-696f,AR-4de1a19c-0779,VN-Arena11200MD-Own-9ae4bea9-75d0,3/25/16,9435,53.54
EV-2e34c040-eeca,AR-4de1a19c-0779,VN-Arena6400OH-8da5af66-b0cf,3/31/16,5892,54.82
EV-f1c038e1-a43d,AR-4de1a19c-0779,VN-Arena12800VA-d55bba3a-2243,4/2/16,9091,55.67
EV-752972e1-5053,AR-4de1a19c-0779,VN-Arena12800VA-d55bba3a-2243,2/10/18,7117,66.21
EV-338de438-b556,AR-4de1a19c-0779,VN-Arena12800VA-d55bba3a-2243,9/23/17,8347,44.66
EV-5a41cc44-0b6b,AR-4de1a19c-0779,VN-Arena14400CA-a13364d9-04ca,4/16/16,9556,53.69
EV-74cc98c8-0ec6,AR-4de1a19c-0779,VN-Arena14400CA-a13364d9-04ca,8/8/19,8722,62.11
EV-bc16762e-4f52,AR-4de1a19c-0779,VN-Arena14400CA-a13364d9-04ca,10/1/21,7831,65.26
EV-e7462035-50e9,AR-4de1a19c-0779,VN-Amphitheatre12800ON-03a4bec4-9e58,6/11/16,12383,55.19
EV-50545406-1727,AR-4de1a19c-0779,VN-Amphitheatre12800ON-03a4bec4-9e58,8/20/15,12384,49.55
EV-225d534d-4f11,AR-4de1a19c-0779,VN-Amphitheatre12800ON-03a4bec4-9e58,8/21/15,11921,47.13
EV-6c0cc292-52f0,AR-4de1a19c-0779,VN-Amphitheatre12000ME-452cf3a2-6978,7/3/16,10496,42.64
EV-ae9f39fa-31e6,AR-4de1a19c-0779,VN-Amphitheatre12000ME-452cf3a2-6978,7/25/19,9783,53.88
EV-7b265daf-cdb1,AR-4de1a19c-0779,VN-Amphitheatre12000ME-452cf3a2-6978,9/14/18,6264,47.32
EV-a5079379-dd45,AR-4de1a19c-0779,VN-Amphitheatre12000ME-452cf3a2-6978,5/24/15,7712,46.36
EV-2aacbf7f-9560,AR-4de1a19c-0779,VN-Stadium40000MN-00f2f7dc-4b6b,8/5/16,36499,76.61
EV-110c6f55-93b5,AR-4de1a19c-0779,VN-Amphitheatre16000AZ-Own-6a285bc7-a745,9/8/16,14809,37.82
EV-26c9f63c-4e51,AR-4de1a19c-0779,VN-Amphitheatre16000AZ-Own-6a285bc7-a745,10/12/17,14514,38.65
EV-cbc4dd8e-4964,AR-4de1a19c-0779,VN-Amphitheatre16000AZ-Own-6a285bc7-a745,5/30/19,12898,38.68
EV-89175175-c5e4,AR-4de1a19c-0779,VN-Amphitheatre16000AZ-Own-6a285bc7-a745,9/10/21,13222,45.35
EV-dfeb3274-05b6,AR-4de1a19c-0779,VN-Amphitheatre16000AZ-Own-6a285bc7-a745,3/1/19,13594,35.34
EV-81e48217-c146,AR-4de1a19c-0779,VN-Amphitheatre12000CA-b9332926-d672,9/10/16,11398,47.78
EV-561fd890-fafd,AR-4de1a19c-0779,VN-Amphitheatre12000CA-b9332926-d672,5/21/16,11671,47.8
EV-dd055e95-94be,AR-4de1a19c-0779,VN-Amphitheatre12000CA-b9332926-d672,10/3/15,11451,41.85
EV-9b0cc3ef-2a6d,AR-4de1a19c-0779,VN-Amphitheatre12000CA-b9332926-d672,10/4/15,11457,41.88
EV-81767057-8c1b,AR-4de1a19c-0779,VN-Arena6800WV-06ba900e-ee20,2/2/17,5149,55.71
EV-9f986b5e-9a88,AR-4de1a19c-0779,VN-Arena13600SC-ee330829-d77b,2/9/17,7714,48.49
EV-f4f46206-f5fa,AR-4de1a19c-0779,VN-Arena11600RI-Own-a2979714-608d,2/18/17,116,52.8
EV-cc25402f-5289,AR-4de1a19c-0779,VN-Arena10400VA-3ae7dcb1-726a,2/23/17,7203,55.59
EV-8a0e2f53-d667,AR-4de1a19c-0779,VN-Arena12800SC-cb7232a5-fb1a,2/25/17,9069,49.71
EV-1fb2548a-b896,AR-4de1a19c-0779,VN-Arena12800SC-cb7232a5-fb1a,4/8/22,5974,63.48
EV-83ed2dec-b7ac,AR-4de1a19c-0779,VN-Amphitheatre10414GA-8af3a7ec-c9f7,6/1/17,7570,32.17
EV-7836d830-4829,AR-4de1a19c-0779,VN-Stadium33620PA-8969defd-bb82,8/25/17,23158,62.45
EV-182dbf59-7be0,AR-4de1a19c-0779,VN-Stadium33620PA-8969defd-bb82,8/1/15,25166,64.82
EV-95aad08e-15dc,AR-4de1a19c-0779,VN-Amphitheatre16000TX-c791fae3-2c77,9/7/17,8614,42.98
EV-0de89b56-0897,AR-4de1a19c-0779,VN-Amphitheatre16000TX-c791fae3-2c77,10/25/15,17600,41.91
EV-76bc853c-1b25,AR-4de1a19c-0779,VN-Amphitheatre16000TX-c791fae3-2c77,9/3/17,5642,42.67
EV-9825c6f6-3fda,AR-4de1a19c-0779,VN-Amphitheatre23600CA-9aa026dd-43ed,10/13/17,19027,37.86
EV-e51db017-2aed,AR-4de1a19c-0779,VN-Arena11040LA-55b1459e-253f,2/23/18,7283,60.48
EV-7ef6185c-9a13,AR-4de1a19c-0779,VN-Arena11040LA-55b1459e-253f,8/12/22,7198,64.7
EV-43f1066f-da7c,AR-4de1a19c-0779,VN-Arena16000LA-Own-22f00246-17a8,2/24/18,8417,62.3
EV-2e85c48a-e530,AR-4de1a19c-0779,VN-Arena16000LA-Own-22f00246-17a8,2/23/19,6353,65.27
EV-6e988aca-1720,AR-4de1a19c-0779,VN-Arena16000LA-Own-22f00246-17a8,8/13/22,7327,73.87
